Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
67,Not Available – UPB,524,536,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
68,Not Available – % of UPB,537,541,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
69,Weighted Average Original Available Line of Credit,542,553,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
70,Maximum (Q4),554,565,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
71,75th Percentile (Q3),566,577,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
72,Median (Q2),578,589,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
73,25th Percentile (Q1),590,601,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
74,Minimum (Q0),602,613,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
75,Not Available – Number of Participations,614,619,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
76,Not Available – UPB,620,632,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
77,Not Available – % of UPB,633,637,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
78,Weighted Average Original Draw Amount,638,649,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
79,Maximum (Q4),650,661,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
80,75th Percentile (Q3),662,673,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
81,Median (Q2),674,685,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
82,25th Percentile (Q1),686,697,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
83,Minimum (Q0),698,709,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
84,Not Available – Number of Participations,710,715,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
85,Not Available – UPB,716,728,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
86,Not Available – % of UPB,729,733,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
87,Weighted Average Mortgage Margin,734,738,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
88,Maximum (Q4),739,743,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
89,75th Percentile (Q3),744,748,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
90,Median (Q2),749,753,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
91,25th Percentile (Q1),754,758,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
92,Minimum (Q0),759,763,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
93,Not Available – Number of Participations,764,769,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
94,Not Available – UPB,770,782,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
95,Not Available – % of UPB,783,787,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
96,Weighted Average Lifetime Floor Rate,788,792,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
97,Maximum (Q4),793,797,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
98,75th Percentile (Q3),798,802,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
99,Median (Q2),803,807,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
100,25th Percentile (Q1),808,812,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
101,Minimum (Q0),813,817,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
102,Not Available – Number of Participations,818,823,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
103,Not Available – UPB,824,836,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
104,Not Available – % of UPB,837,841,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
105,Weighted Average Remaining Available Line of Credit,842,853,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
106,Maximum (Q4),854,865,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
107,75th Percentile (Q3),866,877,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
108,Median (Q2),878,889,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
109,25th Percentile (Q1),890,901,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
110,Minimum (Q0),902,913,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
111,Not Available – Number of Participations,914,919,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
112,Not Available – UPB,920,932,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
113,Not Available – % of UPB,933,937,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
114,Weighted Average Monthly Scheduled Payment,938,949,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
115,Maximum (Q4),950,961,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
116,75th Percentile (Q3),962,973,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
117,Median (Q2),974,985,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
118,25th Percentile (Q1),986,997,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
119,Minimum (Q0),998,1009,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
120,Not Available – Number of Participations,1010,1015,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
121,Not Available – UPB,1016,1028,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
122,Not Available – % of UPB,1029,1033,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
123,Weighted Average Remaining Term of Payments,1034,1036,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
124,Maximum (Q4),1037,1039,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
125,75th Percentile (Q3),1040,1042,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
126,Median (Q2),1043,1045,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
127,25th Percentile (Q1),1046,1048,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
128,Minimum (Q0),1049,1051,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
129,Not Available – Number of Participations,1052,1057,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
130,Not Available – UPB,1058,1070,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
131,Not Available – % of UPB,1071,1075,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
132,Weighted Average Credit Line Set Aside,1076,1087,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
133,Maximum (Q4),1088,1099,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
134,75th Percentile (Q3),1100,1111,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
135,Median (Q2),1112,1123,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
136,25th Percentile (Q1),1124,1135,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
137,Minimum (Q0),1136,1147,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
138,Not Available – Number of Participations,1148,1153,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
139,Not Available – UPB,1154,1166,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
140,Not Available – % of UPB,1167,1171,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
141,Weighted Average Lifetime Interest Rate Change Cap,1172,1173,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
142,Maximum (Q4),1174,1175,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
143,75th Percentile (Q3),1176,1177,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
144,Median (Q2),1178,1179,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
145,25th Percentile (Q1),1180,1181,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
146,Minimum (Q0),1182,1183,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
147,Not Available – Number of Participations,1184,1189,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
148,Not Available – UPB,1190,1202,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
149,Not Available – % of UPB,1203,1207,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
150,Weighted Average Annual Interest Rate Change Cap,1208,1209,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
151,Maximum (Q4),1210,1211,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
152,75th Percentile (Q3),1212,1213,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
153,Median (Q2),1214,1215,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
154,25th Percentile (Q1),1216,1217,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
155,Minimum (Q0),1218,1219,Numeric,2,9(2),hmonthly_layout.pdf,,,W,Int64,Int64
156,Not Available – Number of Participations,1220,1225,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
157,Not Available – UPB,1226,1238,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
158,Not Available – % of UPB,1239,1243,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
159,Weighted Average Maximum Interest Rate,1244,1248,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
160,Maximum (Q4),1249,1253,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
161,75th Percentile (Q3),1254,1258,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
162,Median (Q2),1259,1263,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
163,25th Percentile (Q1),1264,1268,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
164,Minimum (Q0),1269,1273,Numeric,5,9(2)v9(3),hmonthly_layout.pdf,,,W,float64,Float64
165,Not Available – Number of Participations,1274,1279,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
166,Not Available – UPB,1280,1292,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
167,Not Available – % of UPB,1293,1297,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
168,Weighted Average Eligible Non-borrowing Spouse Age,1298,1300,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
169,Maximum (Q4),1301,1303,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
170,75th Percentile (Q3),1304,1306,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
171,Median (Q2),1307,1309,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
172,25th Percentile (Q1),1310,1312,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
173,Minimum (Q0),1313,1315,Numeric,3,9(3),hmonthly_layout.pdf,,,W,Int64,Int64
174,Not Available – Number of Participations,1316,1321,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
175,Not Available – UPB,1322,1334,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
176,Not Available – % of UPB,1335,1339,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
177,As of Date (CCYYMM),1340,1345,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
178,Weighted Average Initial Remaining Available Line of Credit,1346,1357,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
179,Maximum (Q4),1358,1369,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
180,75th Percentile (Q3),1370,1381,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
181,Median (Q2),1382,1393,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
182,25th Percentile (Q1),1394,1405,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
183,Minimum (Q0),1406,1417,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
184,Not Available – Number of Participations,1418,1423,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
185,Not Available – UPB,1424,1436,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
186,Not Available – % of UPB,1437,1441,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
187,Weighted Average Initial Monthly Scheduled Payment Amount,1442,1453,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
188,Maximum (Q4),1454,1465,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
189,75th Percentile (Q3),1466,1477,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
190,Median (Q2),1478,1489,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
191,25th Percentile (Q1),1490,1501,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
192,Minimum (Q0),1502,1513,Numeric,12,9(10)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
193,Not Available – Number of Participations,1514,1519,Numeric,6,9(6),hmonthly_layout.pdf,,,W,Int64,Int64
194,Not Available – UPB,1520,1532,Numeric,13,9(11)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
195,Not Available – % of UPB,1533,1537,Numeric,5,9(3)v9(2),hmonthly_layout.pdf,,,W,float64,Float64
