Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
18,Next Interest Rate Ceiling,69,73,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Dec 2017 - May 2018).pdf,2017-12-01,2018-05-01,N,float64,Float64
19,Lifetime Interest Rate Floor,74,78,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Dec 2017 - May 2018).pdf,2017-12-01,2018-05-01,N,float64,Float64
20,As-Of Date (CCYYMM),79,84,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Dec 2017 - May 2018).pdf,2017-12-01,2018-05-01,N,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
5,Record Type (D=Pool Details),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
6,Security Interest Rate,20,24,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
7,Pool Issue Date,25,32,Numeric,8,9(8),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
8,Pool Maturity Date,33,40,Numeric,8,9(8),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
9,Original Aggregate Amount,41,55,Numeric,15,9(13)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
10,Issuer Number,56,59,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
11,Issuer Name,60,99,Character,40,X(40),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
12,Security Margin (ARM pools only),100,103,Numeric,4,9(1)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
13,Interest Adjustment Date (ARM pools only),104,111,Numeric,8,9(8),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
14,Payment Adjustment Date (ARM pools only),112,119,Numeric,8,9(8),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
15,Number of loans in pool,120,125,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
16,Average Original Loan Size (AOLS),126,135,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
17,Maximum AOLS (Q4),136,145,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
18,75th Percentile AOLS (Q3),146,155,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
19,Median AOLS (Q2),156,165,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
20,25th Percentile AOLS (Q1),166,175,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
21,Minimum AOLS (Q0),176,185,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
22,WAC,186,190,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
23,Maximum WAC (Q4),191,195,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
24,75th Percentile WAC (Q3),196,200,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
25,Median WAC (Q2),201,205,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
26,25th Percentile WAC (Q1),206,210,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
27,Minimum WAC (Q0),211,215,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
28,WARM,216,218,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
29,Maximum WARM (Q4),219,221,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
30,75th Percentile WARM (Q3),222,224,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
31,Median WARM (Q2),225,227,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
32,25th Percentile WARM (Q1),228,230,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
33,Minimum WARM (Q0),231,233,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
34,WALA,234,236,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
35,Maximum WALA (Q4),237,239,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
36,75th Percentile WALA (Q3),240,242,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
37,Median WALA (Q2),243,245,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
38,25th Percentile WALA (Q1),246,248,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
39,Minimum WALA (Q0),249,251,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
40,WAOLT,252,254,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
41,Maximum WAOLT (Q4),255,257,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
42,75th Percentile WAOLT (Q3),258,260,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
43,Median WAOLT (Q2),261,263,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
44,25th Percentile WAOLT (Q1),264,266,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
45,Minimum WAOLT (Q0),267,269,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
46,WAGM (ARM pools only),270,274,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
47,Maximum WAGM (Q4),275,279,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
48,75th Percentile WAGM (Q3),280,284,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
49,Median WAGM (Q2),285,289,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
50,25th Percentile WAGM (Q1),290,294,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
51,Minimum WAGM (Q0),295,299,Numeric,5,9(2)v9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
52,Weighted Average Original LTV,300,302,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
53,Maximum LTV (Q4),303,305,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
54,75th Percentile LTV (Q3),306,308,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
55,Median LTV (Q2),309,311,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
56,25th Percentile LTV (Q1),312,314,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
57,Minimum LTV (Q0),315,317,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
58,LTV Not Available – Number of Loans,318,323,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
59,LTV Not Available – UPB,324,336,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
60,LTV Not Available – % of UPB,337,341,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
61,Purchase Number Of Loans,342,347,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
62,Purchase UPB,348,360,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
63,Purchase % of UPB,361,365,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
64,Refinance Number of Loans,366,371,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
65,Refinance UPB,372,384,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
66,Refinance % of UPB,385,389,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
67,HAMP Modified Number of Loans,390,395,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
68,HAMP Modified UPB,396,408,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
69,HAMP Modified % of Total UPB,409,413,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
70,Non-HAMP Modified Number of Loans,414,419,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
71,Non-HAMP Modified UPB,420,432,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
72,Non-HAMP Modified % of Total UPB,433,437,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
73,Loan Purpose Not Available Number of Loans,438,443,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
74,Loan Purpose Not Available UPB,444,456,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
75,Loan Purpose Not Available % of UPB,457,461,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
76,Weighted Average Original CLTV,462,464,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
77,Maximum CLTV (Q4),465,467,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
78,75th Percentile CLTV (Q3),468,470,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
79,Median CLTV (Q2),471,473,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
80,25th Percentile CLTV (Q1),474,476,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
81,Minimum CLTV (Q0),477,479,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
82,Weighted Average Original Loan Size,480,489,Numeric,10,9(8)v(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,,
83,"Look-Back Period (1 = 30 Day, 2 = 45 Day)",490,490,Numeric,1,9,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,,
84,Reserved (Filler),491,491,Numeric,1,9,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,,
85,Reserved (Filler),492,495,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
86,Reserved (Filler),496,502,Numeric,7,9(7),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
87,Reserved (Filler),503,509,Numeric,7,9(7),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
88,Reserved (Filler),510,515,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
89,Reserved (Filler),516,528,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
90,Reserved (Filler),529,533,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
91,1 Unit Number of Loans,534,539,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
92,1 Unit UPB,540,552,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
93,1 Unit % of UPB,553,557,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
94,2 – 4 Units Number of Loans,558,563,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
95,2 – 4 Units UPB,564,576,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
96,2 – 4 Units % of UPB,577,581,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
97,Property Type Not Available Number of Loans,582,587,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
98,Property Type Not Available UPB,588,600,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
99,Property Type Not Available % of UPB,601,605,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
100,Pool UPB,606,620,Numeric,15,9(13)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,float64,Float64
101,Filler,621,629,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,string,String
102,As-Of Date (CCYYMM),630,635,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,D,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
3,Pool Indicator ( M),16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
5,Record Type (I = Issuer),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
6,Issuer Number,20,23,Character,4,X(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
7,Issuer Name,24,63,Character,40,X(40),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,string,String
8,Number of Loans,64,69,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,Int64,Int64
9,Issuer’s UPB in Multiple Issuer Pool,70,82,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,float64,Float64
10,Issuer’s Percentage of Multiple Issuer Pool,83,87,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,float64,Float64
11,As-Of Date (CCYYMM),88,93,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,I,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,string,String
3,"Pool Indicator (X, C or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,string,String
5,Record Type (O = Origination Year),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,string,String
6,Origination Year 1,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,Int64,Int64
7,Unpaid Principal Balance for Origination Year 1,24,36,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,float64,Float64
8,Percent of UPB for Origination Year 1,37,41,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,float64,Float64
9,Number of Loans for Origination Year 1,42,47,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,Int64,Int64
10,Percent of Loans for Origination Year 1,48,52,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,float64,Float64
11,Origination Year 2,53,56,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,Int64,Int64
12,Unpaid Principal Balance for Origination Year 2,57,69,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,float64,Float64
13,Percent of UPB for Origination Year 2,70,74,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.2 (Jun 2018 - Oct 2020).pdf,2018-06-01,2020-10-01,O,float64,Float64
