Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
90,RD Purpose Not Available % of Total UPB,637,641,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
91,Non Streamlined Refi Number of Loans,642,647,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,Int64,Int64
92,Non Streamlined Refi Purchase UPB,648,660,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
93,Non Streamlined Refi Purchase % of Total UPB,661,665,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
94,Cash Out Refi Number of Loans,666,671,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,Int64,Int64
95,Cash Out Refi UPB,672,684,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
96,Cash Out Refi % of Total UPB,685,689,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
97,Streamlined Refi Number of Loans,690,695,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,Int64,Int64
98,Streamlined Refi UPB,696,708,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
99,Streamlined Refi % of Total UPB,709,713,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
100,FHA Short Refinance Number of Loans,714,719,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,Int64,Int64
101,FHA Short Refinance UPB,720,732,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
102,FHA Short Refinance % of Total UPB,733,737,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
103,Refinance Type Not Available Number of Loans,738,743,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,Int64,Int64
104,Refinance Type Not Available UPB,744,756,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
105,Refinance Type Not Available % of Total UPB,757,761,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,float64,Float64
106,As-Of Date (CCYYMM),762,767,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,U,Int64,Int64
1,CUSIP,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,string,String
3,Pool Indicator (M),16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,string,String
5,Record Type R,19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
7,Mortgagor Payoff Number of Loans,24,29,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
8,Mortgagor Payoff UPB of Loans,30,42,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
9,Mortgagor Payoff % UPB,43,47,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
10,Repurchase Delinquent Loan Number of Loans,48,53,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
11,Repurchase Delinquent Loan UPPB of Loans,54,66,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
12,Repurchase Delinquent Loan % UPB,67,71,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
13,Foreclosure with Claim Payment Number of Loans,72,77,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
14,Foreclosure with Claim Payment UPB of Loans,78,90,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
15,Foreclosure with Claim Payment % UPB,91,95,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
16,Repurchase Loss Mitigation Number of Loans,96,101,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
17,Repurchase Loss Mitigation UPB of Loans,102,114,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
18,Repurchase Loss Mitigation % UPB,115,119,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
19,Substitution Number of Loans,120,125,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
20,Substitution UPB of Loans,126,138,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
21,Substitution Number of % UPB,139,143,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
22,Other Removal Number of Loans,144,149,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
23,Other Removal UPB of Loans,150,162,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
24,Other Removal Number of % UPB,163,167,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,float64,Float64
25,As-Of Date (CCYYMM),168,173,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,R,Int64,Int64
1,CUSIP,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,string,String
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,string,String
5,Record Type M,19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
7,Highest MSA,24,28,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
8,Highest MSA Number of Loans,29,34,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
9,Highest MSA UPB of Loans,35,47,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
10,Highest MSA % of Total UPB,48,52,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
11,2nd Highest MSA,53,57,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
12,2nd Highest MSA Number of Loans,58,63,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
13,2nd Highest MSA UPB of Loans,64,76,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
14,2nd Highest MSA % of Total UPB,77,81,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
15,3rd Highest MSA,82,86,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
16,3rd Highest MSA Number of Loans,87,92,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
17,3rd Highest MSA UPB of Loans,93,105,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
18,3rd Highest MSA % of Total UPB,106,110,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
19,4th Highest MSA,111,115,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
20,4th Highest MSA Number of Loans,116,121,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
21,4th Highest MSA UPB of Loans,122,134,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
22,4th Highest MSA % of Total UPB,135,139,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
23,5th Highest MSA,140,144,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
24,5th Highest MSA Number of Loans,145,150,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
25,5th Highest MSA UPB of Loans,151,163,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
26,5th Highest MSA % of Total UPB,164,168,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
27,6th Highest MSA,169,173,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
28,6th Highest MSA Number of Loans,174,179,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
29,6th Highest MSA UPB of Loans,180,192,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
30,6th Highest MSA % of Total UPB,193,197,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
31,7th Highest MSA,198,202,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
32,7th Highest MSA Number of Loans,203,208,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
33,7th Highest MSA UPB of Loans,209,221,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
34,7th Highest MSA % of Total UPB,222,226,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
35,8th Highest MSA,227,231,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
36,8th Highest MSA Number of Loans,232,237,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
37,8th Highest MSA UPB of Loans,238,250,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
38,8th Highest MSA % of Total UPB,251,255,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
39,9th Highest MSA,256,260,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
40,9th Highest MSA Number of Loans,261,266,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
41,9th Highest MSA UPB of Loans,267,279,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
42,9th Highest MSA % of Total UPB,280,284,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
43,10th Highest MSA,285,289,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
44,10th Highest MSA Number of Loans,290,295,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
45,10th Highest MSA UPB of Loans,296,308,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
46,10th Highest MSA % of Total UPB,309,313,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
47,MSA Not Available Number of Loans,314,319,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
48,MSA Not Available UPB of Loans,320,332,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
49,MSA Not Available % of Total UPB,333,337,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,float64,Float64
50,As-Of Date (CCYYMM),338,343,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,M,Int64,Int64
1,CUSIP,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,string,String
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,string,String
5,Record Type P,19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
7,Weighted Average LAD *,24,26,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
8,Maximum LAD (Q4),27,29,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
9,75th Percentile LAD (Q3),30,32,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
10,Median LAD (Q2),33,35,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
11,25th Percentile LAD (Q1),36,38,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
12,Minimum LAD (Q0),39,41,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
13,Unpaid Principal Balance for Pre-Modified First Payment Date Loans,42,54,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
14,Percent of Pool UPB for Pre-Modified First Payment Date Loans,55,59,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
15,Number of Pre-Modified First Payment Date Loans,60,65,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
16,Percent of Pool Loans that are Pre-Modified First Payment Date Loans,66,70,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
17,Pre-Modified Average Original Loan Size (AOLS) **,71,78,Numeric,8,9(6)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
18,Maximum Pre-Modified OLS (Q4),79,86,Numeric,8,9(6)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
19,75th Percentile Pre-Modified OLS (Q3),87,94,Numeric,8,9(6)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
20,Median Pre-Modified OLS (Q2),95,102,Numeric,8,9(6)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
21,25th Percentile Pre-Modified OLS (Q1),103,110,Numeric,8,9(6)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
22,Minimum Pre-Modified OLS (Q0),111,118,Numeric,8,9(6)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
23,Unpaid Principal Balance for Loans with Pre- Modified OPB,119,131,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
24,Percent of Pool UPB for Loans with Pre- Modified OPB,132,136,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
25,Number of Loans with Pre-Modified OPB,137,142,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
26,Percent of Pool Loans that Have Pre-Modified OPB,143,147,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,float64,Float64
27,As-Of Date (CCYYMM),148,153,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,P,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,string,String
3,Pool Indicator (M),16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,string,String
5,Record Type (L = Issuer Delinquencies),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,Int64,Int64
7,Number of Loans 30 days delinquent,24,29,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,L,Int64,Int64
